10000,8,1,1,2019,30,8917289.441,1193822.99,384023.0698,698223.7632,418934.2579,488756.6343,104733.5645,499695.4732,1288688.326,258601.3938,376230.7608
9200,8,1,1,2019,30,8323353.54,1114308.432,358445.2202,651718.5822,391031.1493,456203.0075,97757.78733,466413.2653,1202855.263,241377.2527,350775.3367
6320,8,1,1,2019,30,6146487.95,822875.4571,264698.5036,481270.0065,288762.0039,336889.0046,72190.50098,344428.9013,888264.0087,178248.1506,257821.8046
8264,8,1,1,2019,30,7623115.528,1020562.429,328289.4702,596889.9458,358133.9675,417822.9621,89533.49188,427174.2379,1101659.877,221070.3503,320877.3166
4200,8,1,1,2019,30,4478860.621,599617.9462,192882.1326,350694.7866,210416.872,245486.3506,52604.218,250980.569,647265.6779,129886.958,187183.6752
7563,8,1,1,2019,30,7095750.559,949960.2101,305578.4978,555597.2688,333358.3613,388918.0881,83339.59032,397622.4453,1025447.359,205776.7662,298272.8556
6450,8,1,1,2019,30,6245314.286,836106.064,268954.4597,489008.1086,293404.8651,342305.676,73351.21629,349966.803,902545.9657,181114.1143,262100.6937
11200,8,1,1,2019,30,9798803.478,1311837.745,421985.4718,767246.3123,460347.7874,537072.4186,115086.9469,549092.6109,1416080.944,284165.3009,414158.7685
6000,8,1,1,2019,30,5898784.099,789713.5245,254031.1372,461874.795,277124.877,323312.3565,69281.21925,330548.3949,852466.9133,171064.7389,247295.8335
5350,6,1,1,2019,30,5121620.87,685668.9785,220562.6027,401022.9141,240613.7485,280716.0399,60153.43711,286998.7322,740154.6251,148527.0052,220307.4784
4600,6,1,1,2019,30,4548125.217,608890.9061,195865.0125,356118.2045,213670.9227,249282.7432,53417.73068,254861.9284,657275.4995,131895.6313,195606.745
10000,6,1,1,2019,30,8547938.385,1144375.253,368116.9666,669303.5756,401582.1453,468512.5029,100395.5363,478998.2589,1235311.299,247890.2132,368748.7111
8546,6,1,1,2021,30,9424933.125,1261784.976,405884.745,737972.2637,442783.3582,516580.5846,110695.8396,528142.15,1362050.808,273323.0606,406265.4833
11260,6,1,1,2021,30,11888085,1591545.197,511960.3805,930837.0555,558502.2333,651585.9389,139625.5583,666169.0527,1718014.925,344754.465,513267.759
3655,6,1,1,2021,30,4796066.25,642084.592,206542.5931,375531.9874,225319.1924,262872.3912,56329.79811,268755.7256,693106.8714,139085.9213,206321.0022
10200,6,1,1,2021,30,10932740.63,1463646.234,470818.475,856033.5909,513620.1546,599223.5137,128405.0386,612634.7066,1579952.664,317049.4781,471687.951
5320,6,1,1,2021,30,6414776.25,858793.181,276252.3392,502276.9804,301366.1882,351593.8863,75341.54706,359462.8923,927035.8801,186028.5113,275920.5275
7540,6,1,1,2021,30,8499356.25,1137871.206,366024.7769,665499.5944,399299.7566,465849.7161,99824.93916,476275.8764,1228290.418,246481.3313,366043.2294
4900,6,1,1,2021,30,6011236.875,804768.4029,258873.916,470679.8473,282407.9084,329475.8931,70601.9771,336849.8774,868718.1049,174325.8694,258537.2417
7652,6,1,1,2021,30,8602143.75,1151632.124,370451.3206,673547.8556,404128.7134,471483.4989,101032.1783,482035.7487,1243144.826,249462.1688,370579.5337
3200,6,1,1,2021,30,4341371.25,581211.2349,186961.1529,339929.3689,203957.6213,237950.5582,50989.40533,243276.1183,627396.3052,125899.7663,186848.765
2460,5,1,1,2021,30,3430121.25,459215.5088,147718.1716,268578.4939,161147.0963,188004.9457,40286.77408,192212.6754,495706.3735,99473.51625,154593.7184
2800,5,1,1,2021,30,3771423.75,504908.1797,162416.3638,295302.4796,177181.4878,206711.7357,44295.37194,211338.1413,545029.9432,109371.2888,151480.6303
3560,5,1,1,2021,30,4515847.5,604569.6511,194474.9726,353590.8593,212154.5156,247513.6015,53038.62889,253053.1916,652610.8626,130959.5775,198559.1839
3480,5,1,1,2021,30,4439705.625,594375.9795,191195.9227,347628.9504,208577.3703,243340.2653,52144.34257,248786.4522,641607.1662,128751.4631,195175.5941
4000,5,1,1,2021,30,4939903.125,661341.0902,212736.9281,386794.4147,232076.6488,270756.0903,58019.1622,276815.8694,713893.558,143257.1906,216993.4843
4365,5,1,1,2021,30,5288088.75,707955.2555,227731.542,414057.3491,248434.4095,289840.1444,62108.60237,296327.0429,764211.8474,153354.5738,232149.6368
5000,5,1,1,2021,30,5887942.5,788262.08,253564.2438,461025.8978,276615.5387,322718.1284,69153.88466,329940.8675,850900.1319,170750.3325,258290.7317
5698,5,1,1,2021,30,6540063.75,875566.3383,281647.8454,512086.9916,307252.195,358460.8941,76813.04874,366483.5903,945141.8909,189661.8488,286677.612
6000,5,1,1,2021,30,6820033.125,913047.8935,293704.7265,534008.5937,320405.1562,373806.0156,80101.28905,382172.1502,985601.8611,197780.9606,298905.5069
6546,5,1,1,2021,30,7322518.125,980319.2487,315344.2431,573353.1692,344011.9015,401347.2184,86002.97538,410329.7514,1058218.833,212353.0256,320941.5331
7000,5,1,1,2021,30,7737948.75,1035935.996,333234.7629,605881.3871,363528.8323,424116.971,90882.20807,433609.1127,1118255.08,224400.5138,339110.8
7468,5,1,1,2021,30,8164104.375,1092988.577,351587.1549,639249.3726,383549.6235,447474.5608,95887.40588,457489.4676,1179841.259,236759.0269,357765.7515
8200,5,1,1,2021,30,8828461.875,1181930.992,380197.7106,691268.5648,414761.1389,483887.9954,103690.2847,494717.8696,1275851.348,256025.3944,386783.875
8756,5,1,1,2021,30,9328087.5,1248819.542,401714.0882,730389.2513,438233.5508,511272.4759,109558.3877,522715.2408,1348055.095,270514.5375,408757.7955
9125,5,1,1,2021,30,9659947.5,1293248.076,416005.6391,756373.8893,453824.3336,529461.7225,113456.0834,541311.5801,1396014.075,280138.4775,423233.2899
9438,5,1,1,2021,30,9939478.125,1330670.892,428043.6255,778261.1372,466956.6823,544782.796,116739.1706,556975.5538,1436410.639,288244.8656,435567.7388
10000,5,1,1,2021,30,10442081.25,1397958.062,449688.229,817614.9619,490568.9771,572330.4733,122642.2443,585139.7744,1509044.681,302820.3563,457542.7694
10450,5,1,1,2021,30,10841941.88,1451490.339,466908.2268,848924.0488,509354.4293,594246.8342,127338.6073,607546.6443,1566830.819,314416.3144,475095.999
4000,5,2,1,2019,30,7780692,1041658.348,335075.501,609228.1836,365536.9102,426459.7285,91384.22754,436004.3034,1124432.151,225640.068,277751.66
5230,5,2,1,2019,30,9553670.4,1279019.98,411428.8158,748052.3923,448831.4354,523636.6746,112207.8588,535356.1621,1380655.365,277056.4416,463144.3941
7200,5,2,1,2019,30,12304552.8,1647300.799,529895.5663,963446.4842,578067.8905,674412.539,144516.9726,689506.5339,1778201.061,356832.0312,604809.6006
8920,5,2,1,2019,30,15334185.6,2052899.979,660366.7029,1200666.732,720400.0395,840466.7127,180100.0099,859277.1582,2216030.566,444691.3824,726539.5993
10230,5,2,1,2019,30,16397090.4,2195198.846,706140.6981,1283892.178,770335.307,898724.5248,192583.8267,918838.8356,2369636.997,475515.6216,818348.7518
12600,5,2,1,2019,30,19520503.2,2613353.044,840650.4703,1528455.401,917073.2403,1069918.78,229268.3101,1093864.582,2821019.184,566094.5928,982937.0392
4790,6,2,1,2019,30,9924067.2,1328607.719,427379.954,777054.4618,466232.6771,543938.1232,116558.1693,556111.9765,1434183.518,287797.9488,442319.7915
5000,6,2,1,2019,30,10248333.6,1372019.642,441344.4865,802444.5209,481466.7125,561711.1646,120366.6781,574282.7954,1481045.104,297201.6744,457959.6011
5943,6,2,1,2019,30,11698545.6,1566170.167,503797.8663,915996.1205,549597.6723,641197.2843,137399.4181,655547.8902,1690623.506,339257.8224,527447.2639
6384,6,2,1,2019,30,12367005.6,1655661.813,532585.0962,968336.5385,581001.9231,677835.5769,145250.4808,693006.1827,1787226.471,358643.1624,559527.0311
7000,6,2,1,2019,30,13289380.8,1779146.952,572307.1842,1040558.517,624335.11,728390.9616,156083.7775,744693.0451,1920524.169,385392.0432,604301.1392
7943,6,2,1,2019,30,14688309.6,1966431.818,632552.0529,1150094.642,690056.785,805066.2492,172514.1963,823084.3986,2122691.344,425960.9784,672146.4041
8240,6,2,1,2019,30,15126069.6,2025037.963,651404.1873,1184371.25,710622.7498,829059.8748,177655.6875,847615.0244,2185954.536,438656.0184,693463.977
9720,6,2,1,2019,30,17274758.4,2312698.704,743937.4705,1352613.583,811568.1496,946829.5079,202892.0374,968020.454,2496473.803,500967.9936,798877.3645
10720,6,2,1,2019,30,18709812,2504819.862,805738.0538,1464978.28,878986.9678,1025484.796,219746.7419,1048436.122,2703861.578,542584.548,869395.0308
11000,6,2,1,2019,30,19110794.4,2558502.32,823006.3608,1496375.202,897825.1209,1047462.641,224456.2802,1070905.853,2761809.83,554213.0376,889151.2442
11500,6,2,1,2019,30,19821912,2653704.852,853630.6403,1552055.71,931233.4258,1086438.997,232808.3564,1110754.536,2864577.488,574835.448,924283.7397
12760,6,2,1,2019,30,21600532.8,2891821.874,930226.945,1691321.718,1014793.031,1183925.203,253698.2577,1210422.576,3121616.118,626415.4512,1012425.772
13580,6,2,1,2019,30,22760011.2,3047049.758,980159.8823,1782108.877,1069265.326,1247476.214,267316.3315,1275395.92,3289178.951,660040.3248,1069556.765
5204,5,3,1,2018,30,9501584.4,1272046.845,409185.7322,743974.0585,446384.4351,520781.841,111596.1088,532437.4345,1373128.121,275545.9476,450586.8618
6520,5,3,1,2018,30,11281134.9,1510288.333,485822.0745,883312.8627,529987.7176,618319.0039,132496.9294,632157.5721,1630301.107,327152.9121,542729.8021
7843,5,3,1,2018,30,13026661.2,1743974.751,560993.1646,1019987.572,611992.5432,713991.3004,152998.1358,729971.1057,1882557.062,377773.1748,634201.2149
8100,5,3,1,2018,30,13357577.1,1788276.891,575244.0578,1045898.287,627538.9722,732128.8009,156884.743,748514.5407,1930379.605,387369.7359,216989.5006
9000,5,3,1,2018,30,14520164.4,1943920.986,625310.8799,1136928.873,682157.3235,795850.2108,170539.3309,813662.0964,2098391.722,421084.7676,713331.753
14000,5,3,1,2018,30,20784029.7,2782510.611,895064.239,1627389.526,976433.7153,1139172.668,244108.4288,1164668.437,3003618.601,602736.8613,1049026.299
9900,5,3,1,2018,30,15670454.1,2097918.712,674848.1058,1226996.556,736197.9336,858897.5892,184049.4834,878120.5353,2264626.644,454443.1689,774453.9077
10540,5,3,1,2018,30,16482750.9,2206666.846,709829.6675,1290599.395,774359.6373,903419.5768,193589.9093,923638.9674,2382016.284,477999.7761,817627.5468
11000,5,3,1,2020,30,21936582,2936811.247,944698.9038,1717634.371,1030580.622,1202344.059,257645.1556,1229253.665,3170180.503,636160.878,1091064.19
13000,5,3,1,2020,30,25141131,3365827.743,1082702.807,1968550.557,1181130.334,1377985.39,295282.5836,1408826.016,3633288.145,729092.799,1263269.871
20150,5,3,1,2020,30,23370996.18,3128846.802,1006471.95,1829949.001,1097969.401,1280964.301,274492.3501,1309633.502,3377475.873,677758.8892,1204610.821
25000,5,3,1,2020,30,28110655.26,3763379.752,1210585.369,2201064.307,1320638.584,1540745.015,330159.646,1575228.356,4062431.022,815209.0025,1465780.105
27400,5,3,1,2020,30,30429194.82,4073779.661,1310433.275,2382605.954,1429563.573,1667824.168,357390.8932,1705151.661,4397496.39,882446.6498,1594222.794
32000,5,3,1,2020,30,34839377.94,4664203.246,1500357.811,2727923.293,1636753.976,1909546.305,409188.4939,1952283.77,5034837.091,1010341.96,1839306.05
34280,5,3,1,2020,30,37007452.74,4954459.333,1593725.952,2897683.55,1738610.13,2028378.485,434652.5324,2073775.527,5348157.938,1073216.129,1960306.109
33600,5,3,1,2020,30,36362426.04,4868104.874,1565947.877,2847177.959,1708306.775,1993024.571,427076.6938,2037630.359,5254941.453,1054510.355,1924263.629
40000,5,3,1,2020,30,42410460.72,5677799.669,1826406.491,3320739.074,1992443.445,2324517.352,498110.8612,2376542.264,6128977.418,1229903.361,2262785.733
37000,5,3,1,2020,30,39581071.08,5299008.511,1704558.826,3099197.866,1859518.719,2169438.506,464879.6798,2217992.606,5720086.194,1147851.061,2104370.801
36000,5,3,1,2020,30,38636807.88,5172593.065,1663894.131,3025262.057,1815157.234,2117683.44,453789.3086,2165079.212,5583625.337,1120467.429,2051498.735
7000,3,5,1,2018,30,10650571.83,1425870.226,458666.8757,833939.774,500363.8644,583757.8418,125090.9661,596822.8982,1539174.843,308866.583,499886.6247
9400,3,5,1,2018,30,13437472.7,1798973.101,578684.7616,1052154.112,631292.4672,736507.8784,157823.1168,752991.6262,1941925.773,389686.7082,643535.0891
10720,3,5,1,2018,30,15708953.22,2103072.871,676506.0703,1230011.037,738006.6222,861007.7258,184501.6555,880277.8988,2270190.37,455559.6433,721651.6562
14300,3,5,1,2018,30,18905540.35,2531023.453,814167.0951,1480303.809,888182.2855,1036212.666,222045.5714,1059404.093,2732147.397,548260.6701,930864.3947
15000,3,5,1,2018,30,19666717.3,2632927.799,846947.1807,1539903.965,923942.379,1077932.775,230985.5947,1102057.938,2842149.418,570334.8018,971458.8511
